Source,Target,Type,Id,Label,Weight,Color
instrumental orchestration,problem posing,Undirected,2809,,1,"#000000"
instrumental orchestration,reflection,Undirected,2810,,1,"#000000"
instrumental orchestration,robot coding integration,Undirected,2811,,1,"#000000"
instrumental orchestration,technology,Undirected,2812,,1,"#000000"
instruments,numeracy,Undirected,2815,,1,"#000000"
integrated education,social media,Undirected,2817,,1,"#000000"
integrated education,stem education,Undirected,2818,,1,"#000000"
integrated education,world of work,Undirected,2819,,1,"#000000"
integration,mathematics activities,Undirected,2820,,1,"#000000"
integration,measurement,Undirected,2821,,1,"#000000"
integration,middle school teachers,Undirected,2822,,1,"#000000"
integration,multiplication,Undirected,2823,,1,"#000000"
integration,multivariable functions,Undirected,2824,,1,"#000000"
integration,primary grades,Undirected,2825,,1,"#000000"
integration,stem,Undirected,2826,,1,"#000000"
integration,stem education,Undirected,2827,,1,"#000000"
integration methods,mathematics education,Undirected,2828,,1,"#000000"
intelligent environment,learning goals,Undirected,2830,,1,"#000000"
intelligent environment,secondary mathematics education,Undirected,2831,,1,"#000000"
intelligent environment,teacher autonomy,Undirected,2832,,1,"#000000"
intelligent environment,visual representation,Undirected,2833,,1,"#000000"
intended learning outcomes,mathematics teacher education,Undirected,2834,,1,"#000000"
intended learning outcomes,planning,Undirected,2835,,1,"#000000"
intended learning outcomes,praxeologies,Undirected,2836,,1,"#000000"
interaction,norms,Undirected,2837,,1,"#000000"
interaction,preservice teachers,Undirected,2838,,1,"#000000"
interaction,prompt,Undirected,2839,,1,"#000000"
interaction,teacher interventions,Undirected,2840,,1,"#000000"
interaction analysis,norms,Undirected,2841,,1,"#000000"
interaction analysis,representation,Undirected,2842,,1,"#000000"
interaction analysis,symbolic interactionism,Undirected,2843,,1,"#000000"
interactions,secondary school mathematics,Undirected,2847,,1,"#000000"
interactive features,two-phase instructional designs,Undirected,2848,,1,"#000000"
interactive features,variables as generalizers,Undirected,2849,,1,"#000000"
interactive video,multiplication,Undirected,2853,,1,"#000000"
interactive video,primary school children,Undirected,2854,,1,"#000000"
interactive video,student processes,Undirected,2855,,1,"#000000"
interdisciplinarity,mathematics,Undirected,2856,,1,"#000000"
interdisciplinarity,modelling,Undirected,2857,,1,"#000000"
interdisciplinarity,modular arithmetic,Undirected,2858,,1,"#000000"
interdisciplinarity,semiosphere,Undirected,2859,,1,"#000000"
interdisciplinarity,semiotic,Undirected,2860,,1,"#000000"
interdisciplinarity,ste(a)m,Undirected,2861,,1,"#000000"
interdisciplinarity,steam education,Undirected,2862,,1,"#000000"
interdisciplinarity,technology,Undirected,2863,,1,"#000000"
interdisciplinary,spatial reasoning,Undirected,2864,,1,"#000000"
interdisciplinary,task design,Undirected,2865,,1,"#000000"
interdisciplinary,visual arts,Undirected,2866,,1,"#000000"
interdisciplinary approach,preservice teacher education,Undirected,2867,,1,"#000000"
interdisciplinary approach,teacher expertise,Undirected,2868,,1,"#000000"
interdisciplinary approach,textbooks,Undirected,2869,,1,"#000000"
interdisciplinary approaches,josephus problem,Undirected,2870,,1,"#000000"
interdisciplinary approaches,problem-solving,Undirected,2871,,1,"#000000"
interface tasks,pre-service teachers,Undirected,2872,,1,"#000000"
interface tasks,scriptwriting,Undirected,2873,,1,"#000000"
interface tasks,symmetry,Undirected,2874,,1,"#000000"
interleaved practice,theory of change,Undirected,2875,,1,"#000000"
international comparative study,textbook analysis,Undirected,2876,,1,"#000000"
interschool communication,mathematical preparation,Undirected,2882,,1,"#000000"
interschool communication,organization of studies,Undirected,2883,,1,"#000000"
interschool communication,secondary-tertiary transition,Undirected,2884,,1,"#000000"
interschool communication,teacher expectations of students,Undirected,2885,,1,"#000000"
intervention,structural approach,Undirected,2886,,1,"#000000"
intervention,two-digit subtraction,Undirected,2887,,1,"#000000"
intervention,variation theory,Undirected,2888,,1,"#000000"
interview,manipulatives,Undirected,2889,,1,"#000000"
interview,tpack,Undirected,2890,,1,"#000000"
interview study,mathematical modelling,Undirected,2891,,1,"#000000"
interview study,portfolio,Undirected,2892,,1,"#000000"
intra-action,mathematical discursive practices,Undirected,2893,,1,"#000000"
intra-action,multilingual,Undirected,2894,,1,"#000000"
intra-action,word problems,Undirected,2895,,1,"#000000"
intrinsic geometry,programming,Undirected,2896,,1,"#000000"
intuitive conception,mathematics education,Undirected,2900,,1,"#000000"
intuitive conception,problem solving,Undirected,2901,,1,"#000000"
intuitive conception,representation,Undirected,2902,,1,"#000000"
intuitive geometry,secondary education,Undirected,2903,,1,"#000000"
intuitive geometry,two-column proofs,Undirected,2904,,1,"#000000"
investigative questions,statistics,Undirected,2905,,1,"#000000"
investigative questions,study and research paths,Undirected,2906,,1,"#000000"
isomorphism,lower secondary school pupils,Undirected,2910,,1,"#000000"
istem,praxeology,Undirected,2911,,1,"#000000"
istem,secondary school,Undirected,2912,,1,"#000000"
itineraries,map-reading,Undirected,2913,,1,"#000000"
itineraries,programming,Undirected,2914,,1,"#000000"
itineraries,robotics,Undirected,2915,,1,"#000000"
josephus problem,problem-solving,Undirected,2916,,1,"#000000"
judgements,open modelling problems,Undirected,2917,,1,"#000000"
judgements,openness,Undirected,2918,,1,"#000000"
judgements,teacher education,Undirected,2919,,1,"#000000"
kindergarten,language,Undirected,2922,,1,"#000000"
kindergarten,mathematical argumentation,Undirected,2923,,1,"#000000"
kindergarten,mathematical language,Undirected,2924,,1,"#000000"
kindergarten,multiplicative comparison,Undirected,2925,,1,"#000000"
kindergarten,multiplicative problems,Undirected,2926,,1,"#000000"
kindergarten,multiplicative reasoning,Undirected,2927,,1,"#000000"
kindergarten,pedagogy,Undirected,2928,,1,"#000000"
kindergarten,performance,Undirected,2929,,1,"#000000"
kindergarten,representations,Undirected,2930,,1,"#000000"
kindergarten,strategies,Undirected,2931,,1,"#000000"
kindergarten,symmetry-breaking,Undirected,2932,,1,"#000000"
kindergarten class,mathematical awareness,Undirected,2933,,1,"#000000"
kindergarten teachers,preschool education,Undirected,2934,,1,"#000000"
kindergarten teachers,professional development,Undirected,2935,,1,"#000000"
klein’s second discontinuity,textbook analysis,Undirected,2936,,1,"#000000"
klein’s second discontinuity,university mathematics for prospective teachers,Undirected,2937,,1,"#000000"
knowledge model,teachers’ knowledge,Undirected,2940,,1,"#000000"
knowledge model,technology,Undirected,2941,,1,"#000000"
knowledgeable other,lesson study,Undirected,2942,,1,"#000000"
knowledgeable other,mathematics,Undirected,2943,,1,"#000000"
knowledgeable other,sharing contents,Undirected,2944,,1,"#000000"
knowledgeable other,teacher education,Undirected,2945,,1,"#000000"
kom-framework,mathematical models,Undirected,2946,,1,"#000000"
kom-framework,stem education,Undirected,2947,,1,"#000000"
kyozai kenkyuu,lesson study,Undirected,2948,,1,"#000000"
kyozai kenkyuu,textbooks,Undirected,2949,,1,"#000000"
laboratory of mathematics,role of mathematics textbooks,Undirected,2952,,1,"#000000"
lakatos,reasoning,Undirected,2953,,1,"#000000"
lakatos,recipes,Undirected,2954,,1,"#000000"
lakatos-style investigation,primary school teachers,Undirected,2955,,1,"#000000"
lakatos-style investigation,proof and proving,Undirected,2956,,1,"#000000"
lakatos-style investigation,teacher views,Undirected,2957,,1,"#000000"
lakatos-style investigation,value-cost-expectancy framework.,Undirected,2958,,1,"#000000"
language,mathematical learning processes,Undirected,2961,,1,"#000000"
language,multiplicative comparison,Undirected,2962,,1,"#000000"
language,representations,Undirected,2963,,1,"#000000"
language,research knowledge,Undirected,2964,,1,"#000000"
language,transposition,Undirected,2965,,1,"#000000"
language as a resource,task design,Undirected,2966,,1,"#000000"
language means,scalar product,Undirected,2967,,1,"#000000"
language-responsive teaching,noticing,Undirected,2968,,1,"#000000"
large language model,problem solving,Undirected,2969,,1,"#000000"
large scale assessment,mtsk model,Undirected,2970,,1,"#000000"
large scale assessment,secondary school teachers,Undirected,2971,,1,"#000000"
large scale assessment,teacher education,Undirected,2972,,1,"#000000"
large scale assessment,three-fold meta-didactical conflict,Undirected,2973,,1,"#000000"
large-scale assessment (lsa),mtsk model,Undirected,2974,,1,"#000000"
large-scale assessment (lsa),pre-service teacher education,Undirected,2975,,1,"#000000"
latent transition analysis,letter-as-object misconception,Undirected,2976,,1,"#000000"
latent transition analysis,variables,Undirected,2977,,1,"#000000"
learning,learning trajectories,Undirected,2980,,1,"#000000"
learning,mathematics education,Undirected,2981,,1,"#000000"
learning assistants,professional noticing,Undirected,2982,,1,"#000000"
learning difficulties,pre-service teachers’ thinking,Undirected,2983,,1,"#000000"
learning difficulties,subjective theory,Undirected,2984,,1,"#000000"
learning difficulties,teacher education,Undirected,2985,,1,"#000000"
learning environment,mathematically gifted,Undirected,2988,,1,"#000000"
learning environment,secondary schools,Undirected,2989,,1,"#000000"
learning environments,movement-based learning,Undirected,2990,,1,"#000000"
learning environments,place value,Undirected,2991,,1,"#000000"
learning goals,secondary mathematics education,Undirected,2992,,1,"#000000"
learning goals,teacher autonomy,Undirected,2993,,1,"#000000"
learning goals,visual representation,Undirected,2994,,1,"#000000"
learning processes,reflection,Undirected,2997,,1,"#000000"
learning processes,teacher education,Undirected,2998,,1,"#000000"
learning strategies,motivation,Undirected,2999,,1,"#000000"
learning strategies,self-efficacy,Undirected,3000,,1,"#000000"
learning strategies,value,Undirected,3001,,1,"#000000"
learning study,mathematical knowledge for teaching,Undirected,3002,,1,"#000000"
learning study,preservice teacher education,Undirected,3003,,1,"#000000"
learning study,prospective teachers,Undirected,3004,,1,"#000000"
learning study,teacher education,Undirected,3005,,1,"#000000"
learning study,variation theory,Undirected,3006,,1,"#000000"
learning support,practices,Undirected,3007,,1,"#000000"
learning support,prospective teachers,Undirected,3008,,1,"#000000"
learning trajectories,mathematics education,Undirected,3009,,1,"#000000"
learning trajectories,preservice teachers,Undirected,3010,,1,"#000000"
learning trajectories,primary school,Undirected,3011,,1,"#000000"
learning trajectories,teacher education,Undirected,3012,,1,"#000000"
least squares,linear algebra,Undirected,3013,,1,"#000000"
lecture,resonance,Undirected,3014,,1,"#000000"
lecture,university mathematics education,Undirected,3015,,1,"#000000"
lego education,moonbase activity,Undirected,3018,,1,"#000000"
lego education,stem education,Undirected,3019,,1,"#000000"
lego education,wedo 2.0 core set,Undirected,3020,,1,"#000000"
length measurement,number,Undirected,3021,,1,"#000000"
lesson observation,lesson study,Undirected,3022,,1,"#000000"
lesson observation,praxeological equipment,Undirected,3023,,1,"#000000"
lesson observation,praxeological reference model,Undirected,3024,,1,"#000000"
lesson observation,teacher professional development,Undirected,3025,,1,"#000000"
lesson observation,teaching performance,Undirected,3026,,1,"#000000"
lesson observation,understanding,Undirected,3027,,1,"#000000"
lesson plan,lesson scenario,Undirected,3028,,1,"#000000"
lesson plan,variation theory,Undirected,3029,,1,"#000000"
lesson planning,mathematics education,Undirected,3030,,1,"#000000"
lesson planning,mathematics teaching,Undirected,3031,,1,"#000000"
lesson planning,pre service elementary teachers,Undirected,3032,,1,"#000000"
lesson planning,teacher noticing,Undirected,3033,,1,"#000000"
lesson study,mathematical knowledge for teaching problem-solving,Undirected,3034,,1,"#000000"
lesson study,mathematics,Undirected,3035,,1,"#000000"
lesson study,meta-disciplinary,Undirected,3036,,1,"#000000"
lesson study,noticing,Undirected,3037,,1,"#000000"
lesson study,novice facilitator,Undirected,3038,,1,"#000000"
lesson study,planification,Undirected,3039,,1,"#000000"
lesson study,practice knowledge,Undirected,3040,,1,"#000000"
lesson study,praxeological equipment,Undirected,3041,,1,"#000000"
lesson study,praxeological reference model,Undirected,3042,,1,"#000000"
lesson study,professional development,Undirected,3043,,1,"#000000"
lesson study,professional learning,Undirected,3044,,1,"#000000"
lesson study,prospective teacher education,Undirected,3045,,1,"#000000"
lesson study,reflection,Undirected,3046,,1,"#000000"
lesson study,role,Undirected,3047,,1,"#000000"
lesson study,scratch,Undirected,3048,,1,"#000000"
lesson study,sharing contents,Undirected,3049,,1,"#000000"
lesson study,social practice theory,Undirected,3050,,1,"#000000"
lesson study,socio-cultural practices,Undirected,3051,,1,"#000000"
lesson study,study and research paths,Undirected,3052,,1,"#000000"
lesson study,teacher collaboration,Undirected,3053,,1,"#000000"
lesson study,teacher education,Undirected,3054,,1,"#000000"
lesson study,teacher reflection,Undirected,3055,,1,"#000000"
lesson study,teachers’ mathematical knowledge,Undirected,3056,,1,"#000000"
