"Source","Target","Weight"
"mathematical discursive practices","multilingual",1
"mathematical discursive practices","word problems",1
"mathematical discussion","non economical definitions",1
"mathematical discussion","quadrilaterals",1
"mathematical events","prototype",1
"mathematical exhibitions","new school movement",1
"mathematical exhibitions","ovide decroly",1
"mathematical exhibitions","paul libois",1
"mathematical exploration","programming",1
"mathematical exploration","secondary school mathematics",1
"mathematical exploration","textbooks",1
"mathematical heterotopias","prison education",1
"mathematical heterotopias","special needs education",1
"mathematical induction","pósa method",1
"mathematical induction","teaching and learning activities",1
"mathematical induction","tournaments",1
"mathematical justification","original sources",1
"mathematical justification","use of figures",1
"mathematical key skills","screening",1
"mathematical knowledge","mathematical modelling",1
"mathematical knowledge","modeling projects",1
"mathematical knowledge","prospective teachers",1
"mathematical knowledge","teacher knowledge",1
"mathematical knowledge for teaching","preservice teacher education",1
"mathematical knowledge for teaching","preservice teachers",1
"mathematical knowledge for teaching","student thinking",1
"mathematical knowledge for teaching","teaching",1
"mathematical knowledge for teaching","variation theory",1
"mathematical knowledge for teaching","word problem",1
"mathematical knowledge for teaching problem-solving","type of talk",1
"mathematical knowledge for teaching proof","proof",1
"mathematical learning processes","multilingualism",1
"mathematical learning processes","primary education",1
"mathematical literacy","mathematical models",1
"mathematical literacy","mathematics education",1
"mathematical literacy","model knowledge",1
"mathematical literacy","model uncertainty",1
"mathematical literacy","numeracy model",1
"mathematical literacy","pisa framework",1
"mathematical literacy","rasch analysis",1
"mathematical literacy","social work education",1
"mathematical literacy","stochastic modeling",1
"mathematical literacy","workplace mathematics",1
"mathematical logic","pre-service teacher",1
"mathematical logic","undergraduate education",1
"mathematical machines","museum",1
"mathematical modeling","python",1
"mathematical modelling","mathematics education",1
"mathematical modelling","mental representation",1
"mathematical modelling","modeling projects",1
"mathematical modelling","models",1
"mathematical modelling","multivariable functions",1
"mathematical modelling","opportunities to learn",1
"mathematical modelling","pisa",1
"mathematical modelling","portfolio",1
"mathematical modelling","pre-service teacher education",1
"mathematical modelling","primary education",1
"mathematical modelling","problem situations",1
"mathematical modelling","prospective teachers",1
"mathematical modelling","qualitative content analysis",1
"mathematical modelling","simulation",1
"mathematical modelling","study and research path",1
"mathematical modelling","superfluous data",1
"mathematical modelling","teacher interventions",1
"mathematical modelling","teacher knowledge",1
"mathematical modelling","teacher’s interventions",1
"mathematical modelling","the anthropological theory of the didactic",1
"mathematical modelling","theories",1
"mathematical modelling","wheel of modelling",1
"mathematical modelling","wheel of writing",1
"mathematical models","mathematics education",1
"mathematical models","modelling competence",1
"mathematical models","outdoor education",1
"mathematical models","praxeology",1
"mathematical models","primary school",1
"mathematical models","secondary school",1
"mathematical models","stem education",1
"mathematical models","student interests",1
"mathematical models","textbook content",1
"mathematical models","the anthropological theory of the didactic",1
"mathematical models","workplace mathematics",1
"mathematical preparation","organization of studies",1
"mathematical preparation","secondary-tertiary transition",1
"mathematical preparation","teacher expectations of students",1
"mathematical problem solving","scratch",1
"mathematical problem solving","simulation",1
"mathematical problem-solving","quasi-experimental study",1
"mathematical problem-solving","teaching experiment",1
"mathematical process standards","steam",1
"mathematical processes","mathematics connections",1
"mathematical processes","teacher practice",1
"mathematical proof","paper-folding",1
"mathematical proof","perception of shapes",1
"mathematical quality of instruction","pre-service mathematics teachers",1
"mathematical quality of instruction","samr model",1
"mathematical quality of instruction","tpack",1
"mathematical reasoning","school mathematics",1
"mathematical self-concept","mathematics teacher support",1
"mathematical self-concept","value",1
"mathematical tasks","motion problem",1
"mathematical tasks","preservice teachers",1
"mathematical thinking","scratch",1
"mathematical transformations","spatial ability",1
"mathematical world views","teacher education",1
"mathematical worldviews","teaching approach",1
"mathematical worldviews","the derivative concept",1
"mathematically gifted","secondary schools",1
"mathematicians","positioning theory",1
"mathematicians","survey",1
"mathematicians","the double discontinuity",1
"mathematics","mathematics education",1
"mathematics","peer-to-peer dialogue",1
"mathematics","planning phase",1
"mathematics","play-responsive teaching",1
"mathematics","preservice teachers",1
"mathematics","professional learning",1
