Id,Label,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,X,Y,Z,Size,Color
primary school children,primary school children,3,3,0,7,0.213165,0.223198,0,0.00095,0.00095,0.000538,0,0.281182,0.376718,0.940518,0.015625,"#ff8ab7"
dynamic visualisations,dynamic visualisations,3,3,3,7,0.197742,0.206488,0,0.000231,0.000231,0.000501,0,0.555907,0.023569,0.93894,0.015625,"#ff725c"
extra-mathematical contexts,extra-mathematical contexts,2,2,3,7,0.190116,0.198177,0,0.000126,0.000126,0.000405,0,0.407063,0.068146,0.955119,0.007812,"#ff725c"
rate of change,rate of change,2,2,3,7,0.190116,0.198177,0,0.000126,0.000126,0.000405,0,0.417787,0.068146,0.955194,0.007812,"#ff725c"
static visualisations,static visualisations,3,3,3,7,0.197742,0.206488,0,0.000231,0.000231,0.000501,0,0.567187,0.023569,0.937249,0.015625,"#ff725c"
understanding,understanding,6,6,3,7,0.224225,0.236265,2051.202164,0.001504,0.001504,0.000892,0,0.479047,0.022189,0.894951,0.039062,"#ff725c"
describing sets,describing sets,3,3,1,7,0.22976,0.240839,0,0.003993,0.003993,0.000455,0,0.772848,0.435163,0.934417,0.015625,"#efb118"
perceiving structures,perceiving structures,3,3,1,7,0.22976,0.240839,0,0.003993,0.003993,0.000455,0,0.784129,0.435163,0.932915,0.015625,"#efb118"
preschool education,preschool education,6,6,1,7,0.26604,0.283287,849.266344,0.020084,0.020084,0.000826,0,0.65718,0.553945,0.892986,0.039062,"#efb118"
design,design,4,4,1,7,0.269324,0.287319,0,0.021519,0.021519,0.000555,0,0.654481,0.258908,0.916376,0.023438,"#efb118"
moral imagination,moral imagination,4,4,1,7,0.269324,0.287319,0,0.021519,0.021519,0.000555,0,0.642645,0.258908,0.914536,0.023438,"#efb118"
number concepts,number concepts,6,6,1,7,0.271577,0.290562,2251.849389,0.022125,0.022125,0.000836,0,0.624808,0.54285,0.892309,0.039062,"#efb118"
design proposition,design proposition,3,3,3,7,0.228733,0.238246,0,0.002623,0.002623,0.00053,0,0.590251,0.016244,0.935208,0.015625,"#ff725c"
design requirements,design requirements,3,3,3,7,0.228733,0.238246,0,0.002623,0.002623,0.00053,0,0.584611,0.025909,0.937333,0.015625,"#ff725c"
educational design research,educational design research,3,3,3,7,0.228733,0.238246,0,0.002623,0.002623,0.00053,0,0.578971,0.016244,0.936734,0.015625,"#ff725c"
instructional videos,instructional videos,4,4,2,6,0.245844,0.258252,0,0.007843,0.007843,0.000584,0,0.550533,0.836068,0.924282,0.023438,"#4269d0"
interactive features,interactive features,4,4,2,6,0.245844,0.258252,0,0.007843,0.007843,0.000584,0,0.556452,0.846209,0.911887,0.023438,"#4269d0"
program implementation,program implementation,2,2,2,6,0.271855,0.28724,0,0.019249,0.019249,0.000309,0,0.53126,0.67314,0.952387,0.007812,"#4269d0"
semiotic bundle,semiotic bundle,7,7,1,6,0.285991,0.305923,2570.890171,0.030585,0.030585,0.000852,0,0.742744,0.582003,0.889366,0.046875,"#efb118"
two-phase instructional designs,two-phase instructional designs,4,4,2,6,0.245844,0.258252,0,0.007843,0.007843,0.000584,0,0.550533,0.856351,0.919956,0.023438,"#4269d0"
variables as generalizers,variables as generalizers,4,4,2,6,0.245844,0.258252,0,0.007843,0.007843,0.000584,0,0.544615,0.846209,0.921562,0.023438,"#4269d0"
elementary mathematics education,elementary mathematics education,4,4,1,6,0.247858,0.260894,0,0.007187,0.007187,0.000573,0,0.562629,0.252252,0.917199,0.023438,"#efb118"
meaning-related vocabulary,meaning-related vocabulary,4,4,1,6,0.247858,0.260894,0,0.007187,0.007187,0.000573,0,0.556711,0.242111,0.914655,0.023438,"#efb118"
translanguaging pedagogy,translanguaging pedagogy,4,4,1,6,0.247858,0.260894,0,0.007187,0.007187,0.000573,0,0.568548,0.242111,0.918183,0.023438,"#efb118"
designated identity,designated identity,3,3,4,7,0.246071,0.258694,0,0.006411,0.006411,0.000486,0,0.957106,0.679479,0.936773,0.015625,"#6cc5b0"
narrative,narrative,3,3,4,7,0.246071,0.258694,0,0.006411,0.006411,0.000486,0,0.951465,0.689144,0.933426,0.015625,"#6cc5b0"
teacher education program,teacher education program,3,3,4,7,0.246071,0.258694,0,0.006411,0.006411,0.000486,0,0.945825,0.679479,0.937502,0.015625,"#6cc5b0"
deterministic model,deterministic model,3,3,2,6,0.246664,0.259454,0,0.007029,0.007029,0.000497,0,0.354615,0.791941,0.930715,0.015625,"#4269d0"
discrete mathematics education,discrete mathematics education,3,3,2,6,0.246664,0.259454,0,0.007029,0.007029,0.000497,0,0.337694,0.782276,0.929102,0.015625,"#4269d0"
proving process,proving process,3,3,2,6,0.246664,0.259454,0,0.007029,0.007029,0.000497,0,0.348974,0.801606,0.929968,0.015625,"#4269d0"
development at scale,development at scale,3,3,2,7,0.209573,0.217142,0,0.001162,0.001162,0.000576,0,0.199663,0.812341,0.936029,0.015625,"#4269d0"
in-service teacher training,in-service teacher training,3,3,2,7,0.209573,0.217142,0,0.001162,0.001162,0.000576,0,0.210944,0.812341,0.933987,0.015625,"#4269d0"
stumbling stones,stumbling stones,3,3,2,7,0.209573,0.217142,0,0.001162,0.001162,0.000576,0,0.205304,0.822006,0.932509,0.015625,"#4269d0"
diagnosis,diagnosis,3,3,3,7,0.20003,0.207688,0,0.000473,0.000473,0.000586,0,0.59941,0.057674,0.937148,0.015625,"#ff725c"
financial literacy,financial literacy,6,6,3,6,0.249906,0.264513,3984,0.006314,0.006314,0.000992,0,0.459624,0.011094,0.889714,0.039062,"#ff725c"
percentage calculation,percentage calculation,3,3,3,7,0.20003,0.207688,0,0.000473,0.000473,0.000586,0,0.588129,0.057674,0.937941,0.015625,"#ff725c"
vocational high schools,vocational high schools,3,3,3,7,0.20003,0.207688,0,0.000473,0.000473,0.000586,0,0.593769,0.067339,0.939519,0.015625,"#ff725c"
diagnostic competence,diagnostic competence,9,9,1,7,0.269052,0.288508,6636,0.021944,0.021944,0.001456,0,0.595177,0.510494,0.847609,0.0625,"#efb118"
information processing,information processing,2,2,1,8,0.212078,0.221223,0,0.001529,0.001529,0.000436,0,0.602436,0.431615,0.953131,0.007812,"#efb118"
instructional competence,instructional competence,3,3,1,8,0.212112,0.221599,0,0.001644,0.001644,0.000579,0,0.868928,0.416486,0.93884,0.015625,"#efb118"
judgements,judgements,4,4,1,7,0.26878,0.28663,0,0.021456,0.021456,0.000602,0,0.582119,0.239924,0.917029,0.023438,"#efb118"
modelling instruction,modelling instruction,3,3,1,8,0.212112,0.221599,0,0.001644,0.001644,0.000579,0,0.857647,0.416486,0.939264,0.015625,"#efb118"
open modelling problems,open modelling problems,4,4,1,7,0.26878,0.28663,0,0.021456,0.021456,0.000602,0,0.588038,0.250065,0.917304,0.023438,"#efb118"
openness,openness,4,4,1,7,0.26878,0.28663,0,0.021456,0.021456,0.000602,0,0.593956,0.239924,0.9154,0.023438,"#efb118"
scaffolding practices,scaffolding practices,3,3,1,8,0.212112,0.221599,0,0.001644,0.001644,0.000579,0,0.863288,0.426151,0.938932,0.015625,"#efb118"
teacher training,teacher training,2,2,1,8,0.212078,0.221223,0,0.001529,0.001529,0.000436,0,0.613161,0.431615,0.953002,0.007812,"#efb118"
didactic contract,didactic contract,2,2,6,7,0.21674,0.226985,0,0.001761,0.001761,0.000399,0,0.145073,0.181921,0.951719,0.007812,"#3ca951"
expectations,expectations,2,2,6,7,0.21674,0.226985,0,0.001761,0.001761,0.000399,0,0.139711,0.19111,0.947077,0.007812,"#3ca951"
didactic paradigms,didactic paradigms,3,3,1,6,0.253524,0.269497,0,0.01141,0.01141,0.000446,0,0.885972,0.387145,0.943621,0.015625,"#efb118"
kyozai kenkyuu,kyozai kenkyuu,3,3,1,6,0.253524,0.269497,0,0.01141,0.01141,0.000446,0,0.897253,0.387145,0.939238,0.015625,"#efb118"
textbooks,textbooks,11,11,2,6,0.284402,0.305184,5234.127994,0.024883,0.024883,0.001404,0,0.413618,0.657125,0.81699,0.078125,"#4269d0"
didactic-specific courses,didactic-specific courses,3,3,3,7,0.233468,0.246621,0,0.003239,0.003239,0.000453,0,0.549515,0.03534,0.937766,0.015625,"#ff725c"
didactical contract,didactical contract,4,4,1,6,0.25261,0.268019,0,0.012021,0.01202,0.000553,0,0.618456,0.297174,0.971835,0.023438,"#efb118"
facilitator,facilitator,4,4,1,6,0.25261,0.268019,0,0.012021,0.01202,0.000553,0,0.612537,0.307315,0.939749,0.023438,"#efb118"
role,role,4,4,1,6,0.25261,0.268019,0,0.012021,0.01202,0.000553,0,0.606619,0.297174,0.923967,0.023438,"#efb118"
difference,difference,4,4,1,6,0.257946,0.271412,0,0.007481,0.007481,0.00052,0,0.657401,0.338173,0.922366,0.023438,"#efb118"
representation,representation,15,15,6,5,0.314732,0.338442,17501.020123,0.05196,0.05196,0.00177,0,0.13863,0.22134,0.773115,0.109375,"#3ca951"
difficulties,difficulties,4,4,2,6,0.268023,0.282156,0,0.014988,0.014988,0.00052,0,0.525641,0.97045,0.927852,0.023438,"#4269d0"
errors,errors,7,7,2,6,0.294926,0.313361,1140.780198,0.036588,0.036588,0.000835,0,0.600938,0.791835,0.874393,0.046875,"#4269d0"
fraction as an operator,fraction as an operator,4,4,2,6,0.268023,0.282156,0,0.014988,0.014988,0.00052,0,0.537477,0.97045,0.924299,0.023438,"#4269d0"
primary school students,primary school students,11,11,2,6,0.290358,0.310882,3217.115497,0.037732,0.037732,0.001267,0,0.421483,0.670601,0.809753,0.078125,"#4269d0"
difficulties in learning arithmetic,difficulties in learning arithmetic,3,3,2,6,0.245753,0.2571,0,0.005019,0.005019,0.000452,0,0.192,0.756411,0.935016,0.015625,"#4269d0"
dyscalculia,dyscalculia,3,3,2,6,0.245753,0.2571,0,0.005019,0.005019,0.000452,0,0.180719,0.756411,0.935797,0.015625,"#4269d0"
digital,digital,2,2,3,7,0.228812,0.238959,0,0.003306,0.003306,0.000339,0,0.447697,0.056808,0.95233,0.007812,"#ff725c"
mathematics learning,mathematics learning,5,5,3,6,0.246345,0.258953,402.664056,0.00626,0.00626,0.000727,0,0.409195,0.157711,0.926027,0.03125,"#ff725c"
digital escape games,digital escape games,3,3,2,6,0.246664,0.259454,0,0.007029,0.007029,0.000497,0,0.343334,0.791941,0.929691,0.015625,"#4269d0"
llms,llms,3,3,2,6,0.246664,0.259454,0,0.007029,0.007029,0.000497,0,0.348974,0.782276,0.929288,0.015625,"#4269d0"
support-element,support-element,3,3,2,6,0.246664,0.259454,0,0.007029,0.007029,0.000497,0,0.360255,0.782276,0.928333,0.015625,"#4269d0"
digital game-based learning,digital game-based learning,2,2,4,7,0.227133,0.238258,0,0.002321,0.002321,0.00032,0,0.813223,0.682201,0.947203,0.007812,"#6cc5b0"
instrumental genesis,instrumental genesis,21,21,1,6,0.288158,0.31167,12541.40907,0.031107,0.031107,0.002437,0,0.671443,0.428206,0.679086,0.15625,"#efb118"
digital literacy,digital literacy,6,6,1,6,0.260827,0.276484,0,0.015172,0.015172,0.000696,0,0.65718,0.5916,0.894319,0.039062,"#efb118"
instrumental approach,instrumental approach,6,6,1,6,0.260827,0.276484,0,0.015172,0.015172,0.000696,0,0.650705,0.602695,0.89531,0.039062,"#efb118"
instrumental distance,instrumental distance,6,6,1,6,0.260827,0.276484,0,0.015172,0.015172,0.000696,0,0.644231,0.5916,0.903517,0.039062,"#efb118"
digital problem-solving,digital problem-solving,4,4,2,7,0.235409,0.248088,0,0.003867,0.003867,0.000529,0,0.535009,0.897468,0.92148,0.023438,"#4269d0"
quasi-experimental study,quasi-experimental study,4,4,2,7,0.235409,0.248088,0,0.003867,0.003867,0.000529,0,0.59478,0.974734,0.918901,0.023438,"#4269d0"
teaching experiment,teaching experiment,8,8,2,7,0.268347,0.28643,1360.468298,0.017795,0.017795,0.000946,0,0.383356,0.645665,0.877363,0.054688,"#4269d0"
digital technologies,digital technologies,10,10,3,6,0.287722,0.308039,5796.175135,0.025445,0.025444,0.001181,0,0.496723,0.127458,0.814805,0.070312,"#ff725c"
early childhood education,early childhood education,16,16,2,6,0.287846,0.311069,11075.411741,0.024872,0.024872,0.00193,0,0.482827,0.708438,0.771874,0.117188,"#4269d0"
open environments,open environments,4,4,3,6,0.271522,0.286526,0,0.015662,0.015662,0.000513,0,0.353157,0.121846,0.936884,0.023438,"#ff725c"
statistical modelling,statistical modelling,4,4,3,7,0.240209,0.253098,0,0.004302,0.004302,0.000547,0,0.27256,0.107591,0.91951,0.023438,"#ff725c"
teaching,teaching,10,10,5,6,0.286668,0.307325,2250.374516,0.033281,0.033281,0.001147,0,0.673271,0.130712,0.84051,0.070312,"#97bbf5"
tertiary education,tertiary education,4,4,3,7,0.240209,0.253098,0,0.004302,0.004302,0.000547,0,0.260724,0.107591,0.922827,0.023438,"#ff725c"
digital technology,digital technology,6,6,7,6,0.257248,0.272377,1566.436159,0.009878,0.009878,0.000736,0,0.152566,0.475914,0.882313,0.039062,"#a463f2"
re-enactment,re-enactment,4,4,7,6,0.243372,0.255322,0,0.005374,0.005374,0.000528,0,0.185294,0.521862,0.925772,0.023438,"#a463f2"
guardians,guardians,4,4,2,6,0.249344,0.264363,0,0.004971,0.004971,0.000516,0,0.54341,0.95737,0.917028,0.023438,"#4269d0"
questionnaire,questionnaire,16,16,4,6,0.273587,0.294027,10541.386301,0.011041,0.011041,0.001837,0,0.881743,0.699445,0.72,0.117188,"#6cc5b0"
disciplinary,disciplinary,4,4,1,6,0.254347,0.271337,0,0.015194,0.015194,0.000543,0,0.647883,0.279295,0.923467,0.023438,"#efb118"
meta-disciplinary,meta-disciplinary,4,4,1,6,0.254347,0.271337,0,0.015194,0.015194,0.000543,0,0.653801,0.289437,0.925477,0.023438,"#efb118"
prospective teacher education,prospective teacher education,4,4,1,6,0.254347,0.271337,0,0.015194,0.015194,0.000543,0,0.659719,0.279295,0.924241,0.023438,"#efb118"
disciplinary boundaries,disciplinary boundaries,3,3,7,7,0.218483,0.228376,0,0.001498,0.001498,0.000493,0,0.077484,0.535287,0.934105,0.015625,"#a463f2"
valsiner’s zone theory,valsiner’s zone theory,3,3,7,7,0.218483,0.228376,0,0.001498,0.001498,0.000493,0,0.088764,0.535287,0.934344,0.015625,"#a463f2"
identifying,identifying,4,4,3,7,0.220255,0.230026,0,0.00121,0.00121,0.000576,0,0.320806,0.104514,0.919117,0.023438,"#ff725c"
mathematising,mathematising,4,4,3,7,0.220255,0.230026,0,0.00121,0.00121,0.000576,0,0.326724,0.114655,0.924758,0.023438,"#ff725c"
university mathematics lectures,university mathematics lectures,4,4,3,7,0.220255,0.230026,0,0.00121,0.00121,0.000576,0,0.332642,0.104514,0.921897,0.023438,"#ff725c"
mathematical ability,mathematical ability,3,3,6,7,0.225593,0.235271,0,0.001567,0.001567,0.0005,0,0.244275,0.287291,0.946618,0.015625,"#3ca951"
preservice support teachers,preservice support teachers,3,3,6,7,0.225593,0.235271,0,0.001567,0.001567,0.0005,0,0.168376,0.268827,0.938441,0.015625,"#3ca951"
special education,special education,3,3,6,7,0.225593,0.235271,0,0.001567,0.001567,0.0005,0,0.232995,0.287291,0.936943,0.015625,"#3ca951"
discussion leading practice,discussion leading practice,2,2,1,7,0.265087,0.281697,0,0.019051,0.019051,0.000313,0,0.622834,0.478353,0.948864,0.007812,"#efb118"
participation,participation,4,4,3,6,0.292914,0.310205,0,0.036658,0.036658,0.000517,0,0.344329,0.114045,0.917536,0.023438,"#ff725c"
doing mathematics,doing mathematics,6,6,1,6,0.256455,0.271901,541.409417,0.012466,0.012466,0.000796,0,0.644231,0.553945,0.893865,0.039062,"#efb118"
mathematics teachers’ conceptions,mathematics teachers’ conceptions,3,3,1,7,0.245255,0.25768,0,0.007743,0.007743,0.000453,0,0.759153,0.397987,0.938837,0.015625,"#efb118"
stem careers,stem careers,3,3,1,6,0.241473,0.253969,0,0.005486,0.005486,0.000431,0,0.794816,0.439557,0.937942,0.015625,"#efb118"
students’ conceptions,students’ conceptions,3,3,1,7,0.245255,0.25768,0,0.007743,0.007743,0.000453,0,0.747873,0.397987,0.942326,0.015625,"#efb118"
double discontinuity,double discontinuity,4,4,1,6,0.260827,0.274994,0,0.011322,0.011322,0.000578,0,0.560643,0.332358,0.925637,0.023438,"#efb118"
subject matter noticing,subject matter noticing,4,4,1,6,0.260827,0.274994,0,0.011322,0.011322,0.000578,0,0.57248,0.332358,0.915046,0.023438,"#efb118"
double instrumental genesis,double instrumental genesis,4,4,1,6,0.237891,0.250551,0,0.004248,0.004248,0.000542,0,0.643044,0.300554,0.916724,0.023438,"#efb118"
genai,genai,6,6,1,6,0.246527,0.260882,363.557633,0.006675,0.006675,0.000786,0,0.663654,0.54285,0.880634,0.039062,"#efb118"
spreadsheets,spreadsheets,4,4,1,6,0.237891,0.250551,0,0.004248,0.004248,0.000542,0,0.631208,0.300554,0.91774,0.023438,"#efb118"
double integrals,double integrals,5,5,4,6,0.230118,0.242349,0,0.002338,0.002338,0.000637,0,0.903688,0.78191,0.900969,0.03125,"#6cc5b0"
normal domain,normal domain,5,5,4,6,0.230118,0.242349,0,0.002338,0.002338,0.000637,0,0.897492,0.792528,0.899252,0.03125,"#6cc5b0"
polar change of coordinates,polar change of coordinates,5,5,4,6,0.230118,0.242349,0,0.002338,0.002338,0.000637,0,0.891296,0.78191,0.901989,0.03125,"#6cc5b0"
teaching and learning mathematics for engineers,teaching and learning mathematics for engineers,5,5,4,6,0.230118,0.242349,0,0.002338,0.002338,0.000637,0,0.897492,0.771292,0.906079,0.03125,"#6cc5b0"
teaching algebra,teaching algebra,4,4,2,7,0.257347,0.272956,0,0.015017,0.015017,0.000509,0,0.625229,0.976086,0.923922,0.023438,"#4269d0"
early arithmetic,early arithmetic,2,2,2,7,0.234703,0.244168,0,0.003003,0.003003,0.000403,0,0.519461,0.611042,0.950191,0.007812,"#4269d0"
finger use,finger use,2,2,2,7,0.234703,0.244168,0,0.003003,0.003003,0.000403,0,0.508737,0.611042,0.952187,0.007812,"#4269d0"
early arithmetic skills,early arithmetic skills,3,3,1,6,0.27432,0.291761,0,0.020688,0.020688,0.000427,0,0.804967,0.444423,1,0.015625,"#efb118"
learning study,learning study,6,6,1,6,0.279504,0.299311,1480.976192,0.023292,0.023292,0.000754,0,0.644231,0.531756,0.890564,0.039062,"#efb118"
economics education,economics education,3,3,2,7,0.223622,0.234106,0,0.001863,0.001863,0.000496,0,0.26697,0.756625,0.94009,0.015625,"#4269d0"
elementary school children,elementary school children,3,3,2,7,0.223622,0.234106,0,0.001863,0.001863,0.000496,0,0.261329,0.766291,0.935872,0.015625,"#4269d0"
itineraries,itineraries,4,4,2,7,0.256702,0.27109,0,0.012438,0.012438,0.000544,0,0.51809,0.848741,0.925984,0.023438,"#4269d0"
map-reading,map-reading,4,4,2,7,0.256702,0.27109,0,0.012438,0.012438,0.000544,0,0.506253,0.848741,0.927818,0.023438,"#4269d0"
monetary system,monetary system,3,3,2,7,0.223622,0.234106,0,0.001863,0.001863,0.000496,0,0.255689,0.756625,0.940158,0.015625,"#4269d0"
robotics,robotics,4,4,2,7,0.256702,0.27109,0,0.012438,0.012438,0.000544,0,0.512172,0.858883,0.929844,0.023438,"#4269d0"
structural awareness,structural awareness,3,3,2,7,0.231922,0.244938,0,0.003091,0.003091,0.000427,0,0.217193,0.802466,0.938584,0.015625,"#4269d0"
early learning,early learning,4,4,0,7,0.201697,0.209835,0,0.000574,0.000574,0.000659,0,0.384263,0.445821,0.9335,0.023438,"#ff8ab7"
family maths,family maths,4,4,0,7,0.201697,0.209835,0,0.000574,0.000574,0.000659,0,0.384263,0.425538,0.930028,0.023438,"#ff8ab7"
game-based learning,game-based learning,6,6,0,6,0.252466,0.267405,5308,0.007088,0.007088,0.00089,0,0.36754,0.366988,0.898353,0.039062,"#ff8ab7"
play-based learning,play-based learning,4,4,0,7,0.201697,0.209835,0,0.000574,0.000574,0.000659,0,0.378345,0.43568,0.93072,0.023438,"#ff8ab7"
transition to school,transition to school,4,4,0,7,0.201697,0.209835,0,0.000574,0.000574,0.000659,0,0.390181,0.43568,0.931972,0.023438,"#ff8ab7"
early years mathematics,early years mathematics,3,3,1,7,0.261545,0.277439,0,0.01732,0.01732,0.000459,0,0.823291,0.423218,0.933972,0.015625,"#efb118"
kindergarten teachers,kindergarten teachers,3,3,1,7,0.261545,0.277439,0,0.01732,0.01732,0.000459,0,0.834571,0.423218,0.932159,0.015625,"#efb118"
sustainability competences,sustainability competences,4,4,4,6,0.295122,0.31281,0,0.038566,0.038566,0.000498,0,0.751017,0.802503,0.919726,0.023438,"#6cc5b0"
education for sustainable development (esd),education for sustainable development (esd),4,4,4,6,0.245436,0.256912,0,0.004654,0.004654,0.000518,0,0.834731,0.798235,0.918398,0.023438,"#6cc5b0"
mathematics education for sustainability,mathematics education for sustainability,4,4,4,6,0.245436,0.256912,0,0.004654,0.004654,0.000518,0,0.822894,0.798235,0.917876,0.023438,"#6cc5b0"
educational games,educational games,3,3,2,6,0.258046,0.271488,0,0.012042,0.012042,0.000486,0,0.177607,0.689422,0.947718,0.015625,"#4269d0"
expressions,expressions,3,3,2,6,0.258046,0.271488,0,0.012042,0.012042,0.000486,0,0.160687,0.699087,0.94276,0.015625,"#4269d0"
number theory,number theory,3,3,2,6,0.258046,0.271488,0,0.012042,0.012042,0.000486,0,0.155046,0.689422,0.93145,0.015625,"#4269d0"
educational policy,educational policy,2,2,3,8,0.192424,0.199995,0,0.000291,0.000291,0.00042,0,0.417493,0.043044,0.95365,0.007812,"#ff725c"
sociocultural factors,sociocultural factors,2,2,3,8,0.192424,0.199995,0,0.000291,0.000291,0.00042,0,0.41213,0.052233,0.955001,0.007812,"#ff725c"
